,addedTime,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,bodyPart,bodyPart_head,bodyPart_left-foot,bodyPart_other,bodyPart_right-foot,draw.block.x,draw.block.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,draw.start.x,draw.start.y,event.awayTeam.name,event.awayTeam.slug,event.homeTeam.name,event.homeTeam.slug,event.id,event.slug,event.winnerCode,goalMouthCoordinates.x,goalMouthCoordinates.y,goalMouthCoordinates.z,goalMouthLocation,goalType,homeTeam_False,homeTeam_True,id,incidentType,isHome,opponent,outcome_block,outcome_goal,outcome_miss,outcome_post,outcome_save,player.firstName,player.id,player.lastName,player.name,player.position,player.shortName,player.slug,player.userCount,playerCoordinates.x,playerCoordinates.y,playerCoordinates.z,reversedPeriodTime,reversedPeriodTimeSeconds,shotType,shot_sit_assisted,shot_sit_corner,shot_sit_fast-break,shot_sit_free-kick,shot_sit_penalty,shot_sit_regular,shot_sit_set-piece,shot_sit_throw-in-set-piece,situation,team,time,timeSeconds,xg,xgot,shot.angle,shot.distance,xG,xG_per90,statistics.minutesPlayed,statistics.expectedAssists
1133,0,0.3,49.6,0,left-foot,0,1,0,0,49.6,0.3,51.9,0,51.9,86.1,43.5,3.3,Luton Town,luton-town,Fulham,fulham,11352608,luton-town-fulham,1,0,48.1,13.9,low-right,0,1,0,2199130,shot,False,Fulham,0,0,0,0,1,0,369674,0,Amari'i Bell,D,A. Bell,amarii-bell,191,3.3,43.5,0,43,2542,save,1,0,0,0,0,0,0,0,assisted,Luton Town,48,2858,0.365482092,0.6748,60.99675389128233,7.920533238442426,0.3471983570426768,0.3471983570426768,90,0.0
1134,0,0.0,0.0,0,left-foot,0,1,0,0,0.0,0.0,53.8,0,53.8,41.7,57.5,27.4,Luton Town,luton-town,Fulham,fulham,11352608,luton-town-fulham,1,0,46.2,58.3,close-high,0,0,1,2198750,shot,True,Luton Town,0,0,1,0,0,0,355528,0,Harry Wilson,M,H. Wilson,harry-wilson,1893,27.4,57.5,0,10,569,miss,0,0,0,1,0,0,0,0,free-kick,Fulham,36,2131,0.044729754,0.0,21.54775702442515,28.94335419264331,0.06142857142857143,0.0682539682539682,81,0.0599825
1135,0,0.0,0.0,0,head,1,0,0,0,0.0,0.0,55.3,0,55.3,71.5,54.2,7.1,Luton Town,luton-town,Fulham,fulham,11352608,luton-town-fulham,1,0,44.7,28.5,right,0,1,0,2198630,shot,False,Fulham,0,0,0,1,0,0,858911,0,Jacob Brown,M,J. Brown,jacob-brown,162,7.1,54.2,0,19,1129,post,1,0,0,0,0,0,0,0,assisted,Luton Town,27,1571,0.348647684,0.0,64.72882417014429,9.700403849021692,0.07518271924154278,0.0914384423207952,74,0.19769
1136,0,0.0,0.0,0,left-foot,0,1,0,0,0.0,0.0,41.8,0,41.8,90.3,34.7,9.1,Luton Town,luton-town,Fulham,fulham,11352608,luton-town-fulham,1,0,58.2,9.7,close-left,0,1,0,2198622,shot,False,Fulham,0,0,1,0,0,0,358222,0,Carlton Morris,F,C. Morris,carlton-morris,759,9.1,34.7,0,20,1194,miss,1,0,0,0,0,0,0,0,assisted,Luton Town,26,1506,0.089254916,0.0,19.839014477332185,17.965573284424597,0.0,0.0,74,0.0
1137,0,1.4,51.4,0,left-foot,0,1,0,0,51.4,1.4,50.1,0,50.1,93.0,60.2,25.1,Luton Town,luton-town,Fulham,fulham,11352608,luton-town-fulham,1,0,49.9,7.0,low-centre,0,0,1,2198561,shot,True,Luton Town,0,0,0,0,1,0,355528,0,Harry Wilson,M,H. Wilson,harry-wilson,1893,25.1,60.2,0,24,1394,save,0,0,0,1,0,0,0,0,free-kick,Fulham,22,1306,0.056520462,0.0213,21.747001551411515,27.624267883173978,0.030846560846560848,0.0342739564961787,81,0.0599825
1138,0,0.0,0.0,0,head,1,0,0,0,0.0,0.0,48.1,0,48.1,41.7,45.5,3.6,Luton Town,luton-town,Fulham,fulham,11352608,luton-town-fulham,1,0,51.9,58.3,close-high,0,0,1,2198523,shot,True,Luton Town,0,0,1,0,0,0,190877,0,Kenny Tete,D,K. Tete,kenny-tete,845,3.6,45.5,0,26,1559,miss,0,1,0,0,0,0,0,0,corner,Fulham,20,1141,0.193176165,0.0,88.63607246839712,7.211498698335597,0.0665266106442577,0.0665266106442577,90,0.128856
1139,0,6.6,63.7,0,right-foot,0,0,0,1,63.7,6.6,65.7,0,65.7,68.1,49.5,15.1,Luton Town,luton-town,Fulham,fulham,11352608,luton-town-fulham,1,0,34.3,31.9,right,0,0,1,2198514,shot,True,Luton Town,0,0,1,0,0,0,192442,0,Raúl Jiménez,F,R. Jiménez,raul-jimenez,7306,15.1,49.5,0,28,1624,miss,1,0,0,0,0,0,0,0,assisted,Fulham,18,1076,0.06646774,0.0,40.672663165456356,16.10933472087435,0.027792139554434634,0.0403434283854696,62,0.0236865
1140,0,19.9,42.4,0,right-foot,0,0,0,1,42.4,19.9,47.3,0,47.3,81.0,41.5,23.7,Luton Town,luton-town,Fulham,fulham,11352608,luton-town-fulham,1,0,52.7,19.0,low-left,0,0,1,2198435,shot,True,Luton Town,1,0,0,0,0,0,364612,0,João Palhinha,M,J. Palhinha,joao-palhinha,3332,23.7,41.5,0,34,2038,block,1,0,0,0,0,0,0,0,assisted,Fulham,12,662,0.019809134,0.0,23.83319273052079,25.69549852125715,0.0,0.0,90,0.0231879
1141,0,0.7,46.4,0,left-foot,0,1,0,0,46.4,0.7,46.3,0,46.3,95.6,29.7,10.1,Luton Town,luton-town,Fulham,fulham,11352608,luton-town-fulham,1,0,53.7,4.4,low-left,0,1,0,2198351,shot,False,Fulham,0,0,0,0,1,0,825845,0,Tahith Chong,M,T. Chong,tahith-chong,2109,10.1,29.7,0,42,2479,save,0,0,1,0,0,0,0,0,fast-break,Luton Town,4,221,0.051918626,0.1953,13.295746610162935,22.729762671833218,0.04181818181818182,0.0501818181818181,75,0.0
1142,3,2.5,51.4,0,right-foot,0,0,0,1,51.4,2.5,53.7,0,53.7,94.9,53.1,10.5,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,46.3,5.1,low-right,0,1,0,2199822,shot,False,Manchester United,0,0,0,0,1,0,962883,0,Ansu Fati,F,A. Fati,ansu-fati,64210,10.5,53.1,0,1,760,save,1,0,0,0,0,0,0,0,assisted,Brighton & Hove Albion,90,5540,0.543291986,0.8572,52.841214603412446,12.235396921304874,0.24178543137079725,0.8369495701296829,26,0.00821224
1143,0,1.9,49.5,0,right-foot,0,0,0,1,49.5,1.9,52.3,0,52.3,94.9,54.8,15.0,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,47.7,5.1,low-right,0,1,0,2199758,shot,False,Manchester United,0,0,0,0,1,0,962883,0,Ansu Fati,F,A. Fati,ansu-fati,64210,15.0,54.8,0,3,138,save,1,0,0,0,0,0,0,0,assisted,Brighton & Hove Albion,88,5262,0.098379403,0.1226,37.66388479183127,16.66307893700559,0.12199562768843496,0.4222925573830441,26,0.00821224
1144,0,2.0,54.7,0,right-foot,0,0,0,1,54.7,2.0,52.2,0,52.2,94.3,67.6,9.8,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,47.8,5.7,low-right,0,1,0,2199747,shot,False,Manchester United,0,0,0,0,1,0,999231,0,Evan Ferguson,F,E. Ferguson,evan-ferguson,4174,9.8,67.6,0,4,192,save,0,0,1,0,0,0,0,0,fast-break,Brighton & Hove Albion,87,5208,0.096035957,0.0879,16.192949337216294,20.42393535969772,0.04354605683269477,0.3265954262452107,12,0.0
1145,0,1.2,44.6,0,right-foot,0,0,0,1,44.6,1.2,47.7,0,47.7,89.2,40.9,3.7,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,52.3,10.8,low-left,0,1,0,2199636,shot,False,Manchester United,0,0,0,0,1,0,936849,0,Kaoru Mitoma,M,K. Mitoma,mitoma-kaoru,12393,3.7,40.9,0,12,710,save,1,0,0,0,0,0,0,0,assisted,Brighton & Hove Albion,79,4690,0.150744915,0.5304,33.19873891646839,10.043239118213293,0.018510110458324746,0.0185101104583247,90,0.0254822
1146,0,0.0,0.0,0,head,1,0,0,0,0.0,0.0,50.8,0,50.8,41.7,47.4,6.0,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,49.2,58.3,close-high,0,0,1,2199597,shot,True,Brighton & Hove Albion,0,0,1,0,0,0,143334,0,Victor Lindelöf,D,V. Lindelöf,victor-lindelof,5317,6.0,47.4,0,15,854,miss,0,1,0,0,0,0,0,0,corner,Manchester United,76,4546,0.146601379,0.0,80.79503593436138,8.416848085904043,0.0909090909090909,0.0909090909090909,90,0.0145577
1147,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,54.1,0,54.1,89.2,66.0,25.1,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,45.9,10.8,low-right,regular,0,1,2199562,shot,True,Brighton & Hove Albion,0,1,0,0,0,0,1009386,0,Hannibal Mejbri,M,H. Mejbri,hannibal-mejbri,8019,25.1,66.0,0,18,1039,goal,1,0,0,0,0,0,0,0,assisted,Manchester United,73,4361,0.03078429,0.1867,18.14392641834604,30.193766316370148,0.14074074074074075,0.4871794871794872,26,0.0
1148,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,52.6,0,52.6,81.0,43.3,15.0,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,47.4,19.0,low-right,regular,1,0,2199542,shot,False,Manchester United,0,1,0,0,0,0,975079,0,João Pedro,F,J. Pedro,joao-pedro,3891,15.0,43.3,0,20,1145,goal,1,0,0,0,0,0,0,0,assisted,Brighton & Hove Albion,71,4255,0.103138104,0.191,35.308532559066514,17.184119420072015,0.5620563488798783,1.9455796691995788,26,0.148106
1149,0,1.1,52.0,0,right-foot,0,0,0,1,52.0,1.1,46.8,0,46.8,76.6,40.7,27.1,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,53.2,23.4,high-left,0,0,1,2199452,shot,True,Brighton & Hove Albion,0,0,0,0,1,0,814590,0,Marcus Rashford,M,M. Rashford,marcus-rashford,81803,27.1,40.7,0,25,1454,save,0,0,0,1,0,0,0,0,free-kick,Manchester United,66,3946,0.051634666,0.2533,21.073133360162323,29.108027190550164,0.01,0.01,90,0.0280654
1150,0,11.4,37.7,0,right-foot,0,0,0,1,37.7,11.4,52.7,0,52.7,81.0,34.4,13.9,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,47.3,19.0,low-right,0,0,1,2199295,shot,True,Brighton & Hove Albion,1,0,0,0,0,0,814590,0,Marcus Rashford,M,M. Rashford,marcus-rashford,81803,13.9,34.4,0,33,1960,block,1,0,0,0,0,0,0,0,assisted,Manchester United,58,3440,0.046666406,0.0,21.164777529191547,21.16607184877318,0.02361111111111111,0.0236111111111111,90,0.0280654
1151,0,1.9,52.3,0,right-foot,0,0,0,1,52.3,1.9,49.5,0,49.5,88.6,71.3,26.5,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,50.5,11.4,low-centre,0,0,1,2199271,shot,True,Brighton & Hove Albion,0,0,0,0,1,0,288205,0,Bruno Fernandes,M,B. Fernandes,bruno-fernandes,75666,26.5,71.3,0,34,2025,save,1,0,0,0,0,0,0,0,assisted,Manchester United,57,3375,0.018160362,0.0163,14.730945455114663,34.34228975270108,0.04574074074074074,0.0457407407407407,90,0.46646
1152,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,46.9,0,46.9,96.2,46.0,14.4,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,53.1,3.8,low-left,regular,1,0,2199230,shot,False,Manchester United,0,1,0,0,0,0,48480,0,Pascal Groß,M,P. Groß,pascal-gross,2221,14.4,46.0,0,38,2239,goal,1,0,0,0,0,0,0,0,assisted,Brighton & Hove Albion,53,3161,0.291605055,0.3064,40.14664479223112,15.875688378326682,0.3161757287621618,0.3161757287621618,90,0.0144268
1153,0,0.0,0.0,0,left-foot,0,1,0,0,0.0,0.0,43.5,0,43.5,83.3,33.8,7.0,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,56.5,16.7,close-left,0,0,1,2199192,shot,True,Brighton & Hove Albion,0,0,1,0,0,0,814590,0,Marcus Rashford,M,M. Rashford,marcus-rashford,81803,7.0,33.8,0,40,2349,miss,1,0,0,0,0,0,0,0,assisted,Manchester United,51,3051,0.04376911,0.0,15.811370930138468,17.710262964493612,0.01,0.01,90,0.0280654
1154,0,1.9,50.5,0,right-foot,0,0,0,1,50.5,1.9,50.6,0,50.6,86.7,57.3,21.4,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,49.4,13.3,low-centre,0,1,0,2199149,shot,False,Manchester United,0,0,0,0,1,0,48480,0,Pascal Groß,M,P. Groß,pascal-gross,2221,21.4,57.3,0,43,2530,save,1,0,0,0,0,0,0,0,assisted,Brighton & Hove Albion,48,2870,0.048302762,0.0194,26.469748903835995,23.257368414084283,0.11800384262485103,0.118003842624851,90,0.0144268
1155,1,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,60.3,0,60.3,38.9,42.1,14.5,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,39.7,61.1,high-right,0,0,1,2198947,shot,True,Brighton & Hove Albion,0,0,1,0,0,0,814590,0,Marcus Rashford,M,M. Rashford,marcus-rashford,81803,14.5,42.1,0,1,2650,miss,1,0,0,0,0,0,0,0,assisted,Manchester United,45,2750,0.120763786,0.0,34.11484286726235,17.204776756068824,0.05545399698340875,0.0554539969834087,90,0.0280654
1156,0,12.7,37.5,0,right-foot,0,0,0,1,37.5,12.7,50.5,0,50.5,81.0,33.0,17.1,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,49.5,19.0,low-centre,0,0,1,2198721,shot,True,Brighton & Hove Albion,1,0,0,0,0,0,814590,0,Marcus Rashford,M,M. Rashford,marcus-rashford,81803,17.1,33.0,0,12,712,block,1,0,0,0,0,0,0,0,assisted,Manchester United,34,1988,0.06520588,0.0,19.307691718862237,24.378457189744637,0.01,0.01,90,0.0280654
1157,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,48.7,0,48.7,38.9,40.8,24.2,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,51.3,61.1,high,0,1,0,2198697,shot,False,Manchester United,0,0,1,0,0,0,33902,0,Danny Welbeck,F,D. Welbeck,danny-welbeck,1889,24.2,40.8,0,14,788,miss,1,0,0,0,0,0,0,0,assisted,Brighton & Hove Albion,32,1912,0.025860645,0.0,23.046570016861246,26.383313200294516,0.01,0.0140625,64,0.0181304
1158,0,19.2,45.8,0,right-foot,0,0,0,1,45.8,19.2,49.0,0,49.0,81.0,45.4,21.9,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,51.0,19.0,low-centre,0,0,1,2198632,shot,True,Brighton & Hove Albion,1,0,0,0,0,0,814590,0,Marcus Rashford,M,M. Rashford,marcus-rashford,81803,21.9,45.4,0,20,1157,block,0,0,0,0,0,1,0,0,regular,Manchester United,26,1543,0.032122191,0.0,27.634001209691988,23.02220364648051,0.0,0.0,90,0.0280654
1159,0,7.9,52.2,0,right-foot,0,0,0,1,52.2,7.9,51.2,0,51.2,81.0,53.0,14.7,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,48.8,19.0,low-centre,0,0,1,2198614,shot,True,Brighton & Hove Albion,1,0,0,0,0,0,814590,0,Marcus Rashford,M,M. Rashford,marcus-rashford,81803,14.7,53.0,0,20,1200,block,1,0,0,0,0,0,0,0,assisted,Manchester United,26,1500,0.145785034,0.0,40.27043887571365,15.996319364027688,0.01664030548164468,0.0166403054816446,90,0.0280654
1160,0,0.0,0.0,0,left-foot,0,1,0,0,0.0,0.0,49.0,0,49.0,96.2,53.4,8.2,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,51.0,3.8,low-centre,regular,1,0,2198544,shot,False,Manchester United,0,1,0,0,0,0,33902,0,Danny Welbeck,F,D. Welbeck,danny-welbeck,1889,8.2,53.4,0,26,1520,goal,1,0,0,0,0,0,0,0,assisted,Brighton & Hove Albion,20,1180,0.521804452,0.3492,62.34260310164698,10.357061043408446,0.7452807746250945,1.0480510893165391,64,0.0181304
1161,0,6.6,38.4,0,left-foot,0,1,0,0,38.4,6.6,47.1,0,47.1,81.0,35.5,8.8,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,52.9,19.0,low-left,0,0,1,2198429,shot,True,Brighton & Hove Albion,1,0,0,0,0,0,814590,0,Marcus Rashford,M,M. Rashford,marcus-rashford,81803,8.8,35.5,0,35,2049,block,1,0,0,0,0,0,0,0,assisted,Manchester United,11,651,0.052590296,0.0,21.25050550713322,17.14773990143975,0.0,0.0,90,0.0280654
1162,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,34.5,0,34.5,91.7,35.3,23.4,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,65.5,8.3,left,0,1,0,2198416,shot,False,Manchester United,0,0,1,0,0,0,914691,0,Tariq Lamptey,D,T. Lamptey,lamptey-tariq,4760,23.4,35.3,0,36,2111,miss,1,0,0,0,0,0,0,0,assisted,Brighton & Hove Albion,10,589,0.015118724,0.0,19.764820617417243,27.99193971368976,0.0019642857142857144,0.0022959183673469,77,0.0839155
1163,0,11.2,53.1,0,right-foot,0,0,0,1,53.1,11.2,53.3,0,53.3,81.0,52.8,22.5,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,46.7,19.0,low-right,0,0,1,2198383,shot,True,Brighton & Hove Albion,1,0,0,0,0,0,288205,0,Bruno Fernandes,M,B. Fernandes,bruno-fernandes,75666,22.5,52.8,0,38,2276,block,0,0,0,0,0,1,0,0,regular,Manchester United,8,424,0.051307153,0.0,27.538224146694244,23.35672395161845,0.02125,0.02125,90,0.46646
1164,0,0.0,0.0,0,head,1,0,0,0,0.0,0.0,51.9,0,51.9,48.6,56.6,12.9,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,48.1,51.4,close-high,0,0,1,2198377,shot,True,Brighton & Hove Albion,0,0,1,0,0,0,1086417,0,Rasmus Højlund,F,Rasmus Højlund,rasmus-hojlund,14766,12.9,56.6,0,39,2312,miss,0,0,0,0,0,0,1,0,set-piece,Manchester United,7,388,0.031630538,0.0,38.762176046192316,15.385477606492092,0.021,0.02953125,64,0.0559641
1165,0,1.2,44.4,0,right-foot,0,0,0,1,44.4,1.2,46.9,0,46.9,98.1,35.9,4.3,Brighton & Hove Albion,brighton-and-hove-albion,Manchester United,manchester-united,11352611,manchester-united-brighton-and-hove-albion,2,0,53.1,1.9,low-left,0,0,1,2198370,shot,True,Brighton & Hove Albion,0,0,0,0,1,0,814590,0,Marcus Rashford,M,M. Rashford,marcus-rashford,81803,4.3,35.9,0,40,2382,save,1,0,0,0,0,0,0,0,assisted,Manchester United,6,318,0.124682434,0.192,14.734168242747728,14.75138569503978,0.027337499999999997,0.0273374999999999,90,0.0280654
1166,3,0.0,0.0,0,head,1,0,0,0,0.0,0.0,58.2,0,58.2,40.3,60.0,3.0,Brentford,brentford,Newcastle United,newcastle-united,11352615,brentford-newcastle-united,1,0,41.8,59.7,close-high-right,0,1,0,2200882,shot,False,Newcastle United,0,0,1,0,0,0,805123,0,Yoane Wissa,F,Y. Wissa,yoane-wissa,2814,3.0,60.0,0,1,729,miss,0,0,0,0,0,0,1,0,set-piece,Brentford,90,5571,0.098544635,0.0,22.872233941138756,10.696190733828722,0.02,0.02,90,0.0563909
1167,0,0.7,50.2,0,head,1,0,0,0,50.2,0.7,45.5,0,45.5,80.4,52.7,7.4,Brentford,brentford,Newcastle United,newcastle-united,11352615,brentford-newcastle-united,1,0,54.5,19.6,low-left,0,1,0,2200809,shot,False,Newcastle United,0,0,0,0,1,0,805123,0,Yoane Wissa,F,Y. Wissa,yoane-wissa,2814,7.4,52.7,0,7,365,save,1,0,0,0,0,0,0,0,assisted,Brentford,84,5035,0.111564599,0.585,69.34704356967788,9.55332887663311,0.09248924731182796,0.0924892473118279,90,0.0563909
1168,0,17.5,38.3,0,right-foot,0,0,0,1,38.3,17.5,51.3,0,51.3,81.0,36.3,20.1,Brentford,brentford,Newcastle United,newcastle-united,11352615,brentford-newcastle-united,1,0,48.7,19.0,low-centre,0,1,0,2200814,shot,False,Newcastle United,1,0,0,0,0,0,972421,0,Keane Lewis-Potter,F,K. Lewis-Potter,keane-lewis-potter,470,20.1,36.3,0,8,425,block,1,0,0,0,0,0,0,0,assisted,Brentford,83,4975,0.018426651,0.0,21.985064487755217,24.715060650193735,0.01,0.1125,8,0.164383
1169,0,11.5,42.8,0,head,1,0,0,0,42.8,11.5,47.6,0,47.6,81.0,41.9,13.6,Brentford,brentford,Newcastle United,newcastle-united,11352615,brentford-newcastle-united,1,0,52.4,19.0,low-left,0,1,0,2200768,shot,False,Newcastle United,1,0,0,0,0,0,268903,0,Neal Maupay,F,N. Maupay,neal-maupay,1423,13.6,41.9,0,12,710,block,1,0,0,0,0,0,0,0,assisted,Brentford,79,4690,0.014880654,0.0,34.99202019855867,16.521722824789876,0.012805120327700974,0.0640256016385048,18,0.00858671
1170,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,47.4,0,47.4,9.7,69.0,11.5,Brentford,brentford,Newcastle United,newcastle-united,11352615,brentford-newcastle-united,1,0,52.6,90.3,high,0,1,0,2200694,shot,False,Newcastle United,0,0,1,0,0,0,805123,0,Yoane Wissa,F,Y. Wissa,yoane-wissa,2814,11.5,69.0,0,19,1135,miss,1,0,0,0,0,0,0,0,assisted,Brentford,72,4265,0.044608012,0.0,15.460001904562018,22.490032488145886,0.015227272727272726,0.0152272727272727,90,0.0563909
1171,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,53.6,0,53.6,18.1,43.7,21.6,Brentford,brentford,Newcastle United,newcastle-united,11352615,brentford-newcastle-united,1,0,46.4,81.9,high,0,0,1,2200676,shot,True,Brentford,0,0,1,0,0,0,855647,0,Harvey Barnes,M,H. Barnes,harvey-barnes,2909,21.6,43.7,0,23,1342,miss,1,0,0,0,0,0,0,0,assisted,Newcastle United,68,4058,0.054154687,0.0,27.05647618561431,23.11066820954229,0.045,0.0487951807228915,83,0.024632
1172,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,64.0,0,64.0,36.1,49.3,27.8,Brentford,brentford,Newcastle United,newcastle-united,11352615,brentford-newcastle-united,1,0,36.0,63.9,high-right,0,1,0,2200666,shot,False,Newcastle United,0,0,1,0,0,0,135256,0,Christian Nørgaard,M,C. Nørgaard,christian-norgaard,853,27.8,49.3,0,26,1511,miss,0,0,0,0,0,1,0,0,regular,Brentford,65,3889,0.019468136,0.0,22.76843325151432,28.364519522420338,0.02051282051282051,0.0256410256410256,72,0.0057396
1173,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,54.2,0,54.2,72.2,50.0,11.5,Brentford,brentford,Newcastle United,newcastle-united,11352615,brentford-newcastle-united,1,0,45.8,27.8,high-right,penalty,0,1,2200663,shot,True,Brentford,0,1,0,0,0,0,113956,0,Callum Wilson,F,C. Wilson,callum-wilson,3967,11.5,50.0,0,27,1602,goal,0,0,0,0,1,0,0,0,penalty,Newcastle United,64,3798,0.7884,0.997,51.92538029437744,12.791328443185254,0.6511507936507936,0.6511507936507936,90,0.0775686
1174,0,15.3,62.1,0,right-foot,0,0,0,1,62.1,15.3,52.3,0,52.3,81.0,64.3,18.7,Brentford,brentford,Newcastle United,newcastle-united,11352615,brentford-newcastle-united,1,0,47.7,19.0,low-right,0,1,0,2200572,shot,False,Newcastle United,1,0,0,0,0,0,805123,0,Yoane Wissa,F,Y. Wissa,yoane-wissa,2814,18.7,64.3,0,41,2434,block,1,0,0,0,0,0,0,0,assisted,Brentford,50,2966,0.023860836,0.0,21.722817339076165,24.023795570696038,0.0103475935828877,0.0103475935828877,90,0.0563909
1175,3,0.0,0.0,0,head,1,0,0,0,0.0,0.0,45.9,0,45.9,26.4,43.1,6.0,Brentford,brentford,Newcastle United,newcastle-united,11352615,brentford-newcastle-united,1,0,54.1,73.6,high,0,1,0,2200263,shot,False,Newcastle United,0,0,1,0,0,0,927083,0,Bryan Mbeumo,F,B. Mbeumo,bryan-mbeumo,4822,6.0,43.1,0,1,2557,miss,0,1,0,0,0,0,0,0,corner,Brentford,45,2843,0.082741007,0.0,52.869075551790544,9.947081851244695,0.01,0.01,90,0.0157016
1176,1,10.7,30.3,0,right-foot,0,0,0,1,30.3,10.7,50.0,0,50.0,81.0,27.6,12.2,Brentford,brentford,Newcastle United,newcastle-united,11352615,brentford-newcastle-united,1,0,50.0,19.0,low-centre,0,1,0,2200441,shot,False,Newcastle United,1,0,0,0,0,0,805123,0,Yoane Wissa,F,Y. Wissa,yoane-wissa,2814,12.2,27.6,0,1,2641,block,1,0,0,0,0,0,0,0,assisted,Brentford,45,2759,0.019078588,0.0,12.530978672910445,25.566207160993862,0.010227272727272727,0.0102272727272727,90,0.0563909
1177,0,0.0,0.0,0,right-foot,0,0,0,1,0.0,0.0,60.7,0,60.7,12.5,32.6,20.6,Brentford,brentford,Newcastle United,newcastle-united,11352615,brentford-newcastle-united,1,0,39.3,87.5,high-right,0,0,1,2200262,shot,True,Brentford,0,0,1,0,0,0,69256,0,Kieran Trippier,D,K. Trippier,kieran-trippier,8696,20.6,32.6,0,3,125,miss,0,0,0,0,0,0,1,0,set-piece,Newcastle United,43,2575,0.013519907,0.0,18.43172101758016,27.246412899139283,0.01,0.01,90,0.195219
1178,0,0.0,0.0,0,head,1,0,0,0,0.0,0.0,37.5,0,37.5,83.3,45.8,10.0,Brentford,brentford,Newcastle United,newcastle-united,11352615,brentford-newcastle-united,1,0,62.5,16.7,left,0,0,1,2200261,shot,True,Brentford,0,0,1,0,0,0,113956,0,Callum Wilson,F,C. Wilson,callum-wilson,3967,10.0,45.8,0,8,457,miss,1,0,0,0,0,0,0,0,assisted,Newcastle United,38,2243,0.065308817,0.0,52.65830848704612,12.021746461177795,0.011777126099706743,0.0117771260997067,90,0.0775686
